City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,walvis bay,-22.9575,14.5053,12.99,72,0,2.64,NA,1689988061
365,arno,60.1167,18.6333,11.25,89,10,4.59,SE,1689988128
366,shinkafi,13.0753,6.5105,25.75,72,100,2.87,NG,1689988128
367,tahe,52.3333,124.7333,23.16,40,100,0.66,CN,1689987922
368,vila velha,-20.3297,-40.2925,17.97,93,40,1.54,BR,1689988114
369,sogndal,61.2283,7.1003,12.21,93,75,0.0,NO,1689988129
370,conduaga,8.862,117.4893,26.75,88,100,4.54,PH,1689988130
371,ancud,-41.8697,-73.8203,8.77,87,100,5.09,CL,1689988130
372,vernon,50.2581,-119.2691,29.2,43,94,3.53,CA,1689988130
373,mejit,10.2753,170.8646,28.48,75,100,6.65,MH,1689988131
374,homer,59.6425,-151.5483,17.94,68,100,2.57,US,1689987923
375,zapolyarnyy,69.4154,30.8136,6.6,86,100,6.81,RU,1689988131
376,norilsk,69.3535,88.2027,21.35,58,57,3.0,RU,1689988132
377,caucete,-31.6518,-68.2811,18.99,18,33,1.02,AR,1689988132
378,aykhal,66.0,111.5,22.59,55,12,6.82,RU,1689988132
379,sechura,-5.5569,-80.8222,22.18,73,0,7.1,PE,1689988133
380,kuala tungkal,-0.8167,103.4667,26.27,84,16,3.56,ID,1689988133
381,dhidhdhoo,6.8833,73.1,28.09,78,80,7.77,MV,1689988134
382,orsa,54.5153,30.4053,13.32,74,96,2.6,BY,1689988134
383,shenandoah,30.4013,-91.0009,33.88,61,47,1.16,US,1689988134
384,hami,42.8,93.45,31.6,16,98,0.65,CN,1689988135
385,mount isa,-20.7333,139.5,16.87,39,0,6.69,AU,1689988135
386,praia da vitoria,38.7333,-27.0667,21.53,92,15,0.58,PT,1689988136
387,taoudenni,22.6783,-3.9836,36.37,10,44,2.61,ML,1689988136
388,ocean shores,46.9737,-124.1563,21.32,86,0,6.17,US,1689988136
389,dazhou,31.2159,107.5009,26.86,84,21,0.67,CN,1689988137
390,troitsk,54.0979,61.5773,15.47,74,100,2.97,RU,1689988137
391,malanje,-9.5402,16.341,19.17,47,27,2.18,AO,1689988137
392,fort mcmurray,56.7268,-111.381,27.73,44,0,0.0,CA,1689988138
393,qom,34.6401,50.8764,31.22,18,74,4.07,IR,1689988138
394,ma'rib,15.4591,45.3253,29.83,33,92,3.81,YE,1689988139
395,bodo,67.28,14.405,13.02,94,100,0.51,NO,1689988139
396,boguchany,58.3814,97.4531,22.87,46,99,2.21,RU,1689988139
397,susuman,62.7833,148.1667,24.97,42,73,3.53,RU,1689988140
398,lorengau,-2.0226,147.2712,29.69,69,13,3.46,PG,1689988140
399,portland,45.5234,-122.6762,32.75,39,20,4.12,US,1689987916
400,tidjikja,18.5564,-11.4271,32.06,38,73,7.44,MR,1689988141
401,labuan,5.2767,115.2417,27.0,75,100,2.15,MY,1689988141
402,deneysville,-26.8908,28.0971,5.7,91,15,3.06,ZA,1689988142
403,ngong,-1.3618,36.6566,13.85,80,27,1.53,KE,1689988143
404,maragogi,-9.0122,-35.2225,23.81,73,3,4.59,BR,1689988144
405,serenje,-13.2325,30.2352,12.0,87,0,3.43,ZM,1689988144
406,vorkuta,67.5,64.0,17.63,89,100,2.64,RU,1689988145
407,korla,41.7597,86.1469,30.76,21,83,5.6,CN,1689988146
408,cururupu,-1.8283,-44.8683,22.45,84,6,0.93,BR,1689988146
409,margate,51.3813,1.3862,14.27,83,100,1.79,GB,1689988146
410,polyarnyy,69.1989,33.4478,9.02,80,93,7.03,RU,1689988147
411,klaksvik,62.2266,-6.589,11.51,93,53,4.17,FO,1689988147
412,dwarka,22.2394,68.9678,27.86,88,100,6.5,IN,1689988148
413,kachug,53.9606,105.8817,21.96,41,70,1.05,RU,1689988148
414,banda,25.4833,80.3333,31.82,59,0,5.79,IN,1689988148
415,aswan,24.0934,32.907,32.43,20,70,4.56,EG,1689988149
416,jebrail,39.3992,47.0283,24.36,60,11,0.88,AZ,1689988149
417,victoria falls,-17.9235,25.843,14.3,76,0,3.02,ZW,1689988150
418,zhanaozen,43.3,52.8,28.37,24,2,3.65,KZ,1689988150
419,black point,-34.6187,137.8972,13.12,72,9,6.7,AU,1689988151
420,taro,-8.3862,115.28,21.17,83,100,2.25,ID,1689988151
421,bambamarca,-6.6833,-78.5333,11.33,96,64,2.1,PE,1689988152
422,port blair,11.6667,92.75,27.22,84,100,6.4,IN,1689988152
423,dryden,49.7833,-92.7503,18.62,61,93,2.45,CA,1689988153
424,madisonville,37.3281,-87.4989,23.92,72,100,0.45,US,1689988153
425,katsuura,35.1333,140.3,28.01,71,14,5.06,JP,1689988153
426,shkurinskaya,46.5858,39.3599,19.56,71,0,2.6,RU,1689988154
427,ust-nera,64.5667,143.2,14.48,95,100,3.14,RU,1689988154
428,motueka,-41.1333,173.0167,14.5,43,0,3.44,NZ,1689988154
429,morinville,53.8001,-113.652,27.69,52,4,2.3,CA,1689988156
430,kindu,-2.95,25.95,22.07,64,24,0.93,CD,1689988156
431,itamaraca,-7.7478,-34.8256,26.03,81,14,5.46,BR,1689988157
432,iola,37.9245,-95.4,26.03,57,0,3.09,US,1689988157
433,kiunga,-6.1219,141.2906,23.42,93,100,1.57,PG,1689988157
434,piranshahr,36.701,45.1413,21.06,47,0,1.91,IR,1689988158
435,mangai,-4.05,19.5333,23.78,46,22,0.83,CD,1689988158
436,calintaan,12.5667,120.9333,28.6,77,30,2.45,PH,1689988159
437,yuzawa,39.1667,140.5,27.67,68,6,0.38,JP,1689988159
438,oranjemund,-28.55,16.4333,11.68,54,100,1.01,NA,1689988160
439,chalisgaon,20.4667,75.0167,24.44,92,100,6.73,IN,1689988160
440,pamandzi,-12.7967,45.2794,23.88,88,0,1.54,YT,1689988160
441,tolanaro,-25.0319,46.9987,18.01,85,88,4.33,MG,1689988161
442,lillehammer,61.1146,10.4674,10.29,82,100,1.03,NO,1689988162
443,malax,62.9423,21.5731,13.82,95,0,0.51,FI,1689988162
444,mios,44.6049,-0.9333,15.21,94,0,2.06,FR,1689988162
445,levuka,50.1834,-105.4011,28.85,26,20,5.14,CA,1689988163
446,luanda,-8.8368,13.2343,20.0,94,20,2.06,AO,1689988164
447,parabel',58.6978,81.4825,19.23,83,100,2.39,RU,1689988164
448,hilo,19.7297,-155.09,33.49,67,40,4.63,US,1689987935
449,burnie,-41.0667,145.9167,8.58,84,100,0.67,AU,1689988054
450,uige,-7.6087,15.0613,17.12,85,92,1.09,AO,1689988166
451,remire-montjoly,4.9167,-52.2667,25.02,94,75,1.54,GF,1689988166
452,nicoya,10.1483,-85.452,26.91,84,95,0.48,CR,1689988024
453,kuta,-8.7233,115.1723,25.87,77,87,8.32,ID,1689988167
454,acarau,-2.8856,-40.12,25.67,77,6,7.05,BR,1689987987
455,pundong,-7.9522,110.3486,24.8,76,41,3.08,ID,1689988168
456,ingeniero jacobacci,-41.3427,-69.5448,4.33,67,2,11.47,AR,1689988168
457,tsarevo,42.1667,27.85,21.42,90,0,1.56,BG,1689988169
458,musoma,-1.5,33.8,19.59,55,5,4.3,TZ,1689988169
459,nova vicosa,-17.8919,-39.3719,22.54,69,100,5.32,BR,1689988170
460,middlesboro,36.6084,-83.7166,25.57,73,0,0.0,US,1689988170
461,muang phon-hong,18.4928,102.4172,26.7,89,75,0.69,LA,1689988170
462,mandalgovi,45.7625,106.2708,17.57,66,100,4.94,MN,1689988171
463,arendal,58.4615,8.7725,11.89,89,94,3.68,NO,1689987987
464,peace river,56.2501,-117.286,28.73,31,0,2.29,CA,1689988171
465,las heras,-46.5419,-68.9359,4.33,80,100,6.8,AR,1689988172
466,arica,-18.475,-70.3042,18.13,72,100,3.09,CL,1689987910
467,san julian,21.0167,-102.1667,23.44,41,75,3.37,MX,1689988172
468,forster,-32.1667,152.5167,16.27,58,17,5.79,AU,1689988173
469,helena valley west central,46.6629,-112.0604,35.49,20,0,5.14,US,1689988174
470,ivdel',60.6911,60.4206,14.62,83,16,2.94,RU,1689988174
471,obuase,6.206,-1.6619,21.3,99,63,1.63,GH,1689988174
472,beawar,26.1,74.3167,27.82,80,100,1.62,IN,1689988175
473,juneau,58.3019,-134.4197,19.0,89,100,3.09,US,1689988175
474,miguel ahumada,30.6167,-106.5167,37.95,12,4,7.44,MX,1689988175
475,robstown,27.7903,-97.6689,33.19,63,0,6.17,US,1689987894
476,upper dir,35.2058,71.8756,22.06,85,27,1.87,PK,1689988176
477,el abadia,36.2695,1.6861,30.15,32,99,0.89,DZ,1689988176
478,lichinga,-13.3128,35.2406,12.11,86,8,3.21,MZ,1689988177
479,wau,7.7029,27.9953,21.28,96,100,1.15,SS,1689988177
480,hakui,36.8833,136.7833,31.79,67,1,1.28,JP,1689988177
481,lihue,21.9789,-159.3672,30.77,69,75,7.2,US,1689988178
482,jiaxing,30.7522,120.75,28.06,85,100,3.82,CN,1689988178
483,charters towers,-20.1,146.2667,23.34,34,81,4.47,AU,1689988179
484,manokwari,-0.8667,134.0833,28.26,70,21,1.55,ID,1689988179
485,mumbwa,-14.9783,27.0619,16.03,61,3,3.77,ZM,1689988179
486,zeya,53.75,127.2667,23.89,43,100,1.41,RU,1689988180
487,la sarre,48.8002,-79.1996,14.15,58,0,3.12,CA,1689988180
488,ivins,37.1686,-113.6794,42.2,31,56,8.31,US,1689988180
489,batroun,34.2553,35.6581,27.7,89,0,2.67,LB,1689988181
490,axim,4.8699,-2.2405,24.19,89,97,4.38,GH,1689988181
491,kaa-khem,51.6833,94.7333,18.26,78,11,1.12,RU,1689988181
492,kokopo,-4.352,152.2633,28.22,74,96,5.04,PG,1689988182
493,sheridan,44.8333,-106.9173,31.12,28,0,2.57,US,1689988182
494,borodulikha,50.7184,80.9295,18.84,78,99,2.6,KZ,1689988183
495,merowe,18.4833,31.8167,34.13,13,100,3.04,SD,1689988183
496,mitsamiouli,-11.3847,43.2844,24.85,80,58,1.39,KM,1689988183
497,outokumpu,62.7269,29.0159,12.61,98,100,3.53,FI,1689988184
498,south hedland,-20.4089,118.5983,20.96,19,1,9.26,AU,1689988184
499,ripon,54.1352,-1.5212,13.93,91,100,2.06,GB,1689988185
500,puerto armuelles,8.2833,-82.8667,28.94,85,100,2.24,PA,1689988185
501,missoula,47.0166,-113.8009,32.22,19,7,3.02,US,1689988186
502,ajdabiya,30.7554,20.2263,29.38,33,0,3.6,LY,1689988186
503,maudaha,25.6833,80.1167,32.0,58,0,5.71,IN,1689988186
504,ostrov,57.3439,28.3537,9.85,95,0,2.69,RU,1689988187
505,watertown,42.3709,-71.1828,22.75,89,100,5.14,US,1689988137
506,hobyo,5.3505,48.5268,25.34,82,100,10.81,SO,1689988187
507,haradok,55.4624,29.9816,9.96,92,18,2.67,BY,1689988187
508,okny,47.5404,29.46,19.47,56,100,3.74,UA,1689988188
509,north bend,43.4065,-124.2243,26.25,88,100,5.66,US,1689988188
510,wuxue,29.8506,115.5525,25.12,99,100,2.3,CN,1689988189
511,ust'-ilimsk,58.0006,102.6619,24.74,42,0,1.48,RU,1689988189
512,manggar,-2.8833,108.2667,28.22,72,35,6.09,ID,1689988189
513,buenaventura,3.8801,-77.0312,25.81,94,100,1.07,CO,1689988190
514,santa ana,33.7456,-117.8678,37.45,56,20,3.09,US,1689988041
515,namtsy,62.7161,129.6658,20.22,40,0,5.3,RU,1689988190
516,les cayes,18.2,-73.75,27.41,86,56,3.55,HT,1689988190
517,tra mhor,52.1624,-7.1524,14.49,82,100,4.02,IE,1689988191
518,aksu,41.1231,80.2644,29.04,29,100,1.75,CN,1689988191
519,tangalle,6.024,80.7911,27.09,87,100,5.13,LK,1689988191
520,necochea,-38.5473,-58.7368,13.0,88,100,3.27,AR,1689987923
521,kingsland,30.8,-81.6898,32.74,69,14,1.98,US,1689988192
522,port saint john's,-31.6229,29.5448,13.98,72,64,2.22,ZA,1689988192
523,krasavino,60.9614,46.4814,10.86,99,38,2.37,RU,1689988193
524,igarka,67.4667,86.5833,19.35,66,100,5.5,RU,1689988194
525,vacaria,-28.5122,-50.9339,12.29,94,7,4.77,BR,1689988194
526,khanpur mahar,27.8436,69.4137,32.39,60,100,3.21,PK,1689988194
527,ryotsu-minato,38.0833,138.4333,25.84,78,6,1.28,JP,1689988195
528,mahina,-17.5065,-149.489,26.87,50,40,2.57,PF,1689988195
529,raver,21.25,76.0333,25.43,90,100,4.0,IN,1689988195
530,kitee,62.1,30.15,13.1,96,100,5.03,FI,1689988196
531,okha,53.5739,142.9478,18.77,88,100,4.5,RU,1689988196
532,amga,60.8953,131.9608,20.23,43,15,5.01,RU,1689988197
533,bac kan,22.1333,105.8333,28.36,83,99,0.93,VN,1689988197
534,international falls,48.6011,-93.411,23.41,68,0,1.34,US,1689988197
535,barcelos,41.5388,-8.6151,18.29,92,8,1.35,PT,1689987914
536,nago,26.5881,127.9761,30.81,74,99,3.36,JP,1689988198
537,lae,-6.7221,146.9847,28.83,68,16,2.27,PG,1689988198
538,tabas,33.5959,56.9244,29.05,17,0,0.72,IR,1689988198
539,buka,40.8108,69.1986,23.19,30,0,2.59,UZ,1689988199
540,mata-utu,-13.2816,-176.1745,28.04,79,21,4.1,WF,1689988199
541,namibe,-15.1961,12.1522,17.47,87,0,1.26,AO,1689988199
542,san andres,12.5847,-81.7006,29.01,84,20,5.14,CO,1689988015
543,bedele,8.456,36.353,12.03,95,100,0.1,ET,1689988200
544,sablayan,12.8346,120.769,28.28,74,23,1.83,PH,1689988203
545,shimoda,34.6667,138.95,28.39,72,14,4.53,JP,1689988203
546,ardestan,33.3761,52.3694,29.12,18,65,0.95,IR,1689988204
547,gaigeturi,33.4644,126.3183,24.49,87,100,8.38,KR,1689988205
548,tuzha,57.6062,47.936,11.41,95,15,2.66,RU,1689988205
549,illizi,26.4833,8.4667,31.18,14,0,4.22,DZ,1689988206
550,araxa,-19.5933,-46.9406,14.11,83,0,2.16,BR,1689988207
551,nakamura,32.9833,132.9333,28.55,71,61,2.45,JP,1689988207
552,kargasok,59.0556,80.8572,19.15,82,100,2.12,RU,1689988208
553,tobelo,1.7284,128.0095,28.79,67,7,2.9,ID,1689988209
554,urengoy,65.9667,78.3667,19.88,78,95,3.06,RU,1689988209
555,codrington,-38.2667,141.9667,12.59,76,80,6.28,AU,1689988210
556,leh,34.1667,77.5833,15.89,68,92,2.08,IN,1689988210
557,fisterra,42.9049,-9.2629,18.19,84,67,6.45,ES,1689988211
558,ayorou,14.7308,0.9174,32.21,43,94,3.17,NE,1689988096
559,anqing,30.5092,117.0506,27.36,89,100,4.67,CN,1689988211
560,gamay,12.3854,125.2979,28.45,79,100,3.49,PH,1689988212
561,pacasmayo,-7.4006,-79.5714,20.73,84,0,4.77,PE,1689988212
562,asasa,7.1,39.2,11.88,94,100,1.85,ET,1689988213
563,tome acu,-2.4189,-48.1522,22.85,62,5,1.49,BR,1689988213
564,harar,9.3094,42.1258,15.42,85,98,4.6,ET,1689988213
565,jinotega,13.0917,-86.0018,20.16,94,21,2.24,NI,1689988214
566,lloydminster,53.2835,-110.0016,24.7,51,0,2.81,CA,1689988214
567,geraldton,-28.7667,114.6,12.23,87,0,3.6,AU,1689988215
568,vilyuysk,63.7553,121.6247,21.73,51,28,0.72,RU,1689988215
569,ilabaya,-17.4208,-70.5133,19.43,45,0,0.7,PE,1689988216
570,imbituba,-28.24,-48.6703,19.92,92,9,6.3,BR,1689988216
571,shingu,33.7333,135.9833,27.88,71,15,3.9,JP,1689988217
572,ormara,25.2088,64.6357,27.94,88,95,5.49,PK,1689987994
573,la'ie,21.6477,-157.9253,30.98,67,14,3.13,US,1689988217
574,kidal,18.4411,1.4078,32.49,37,93,4.94,ML,1689988218
575,greymouth,-42.4667,171.2,9.28,57,0,3.96,NZ,1689988218
576,edeia,-17.3383,-49.9314,21.36,53,0,4.41,BR,1689988219
577,bouafle,6.9904,-5.7442,24.98,96,100,2.3,CI,1689988220
578,ulety,51.3572,112.4849,20.88,40,20,1.88,RU,1689988220
579,revda,56.801,59.9303,13.08,86,95,2.57,RU,1689988221
580,tchintabaraden,15.8969,5.7985,29.16,51,5,3.43,NE,1689988222
581,kampene,-3.6,26.6667,20.91,63,9,1.1,CD,1689988223
582,curillo,1.0333,-75.9191,21.34,94,100,0.32,CO,1689988223
583,saudarkrokur,65.7461,-19.6394,9.07,85,100,0.99,IS,1689988224
584,pokhara,28.2333,83.9833,23.94,85,92,0.64,NP,1689988179
585,novodvinsk,64.4165,40.8122,13.77,99,96,1.54,RU,1689988224
